descreveExamePK,dataPK,hospitalPK,idadePK,quantidadeExames
33081,334,477,117,1
73258,2072,137,11,3
40459,3227,424,51,4
33393,344,361,119,2
24786,3474,403,113,9
78122,2092,178,25,10
47398,1139,250,80,7
28405,3236,141,22,6
4707,1914,256,14,3
59896,1016,504,72,8
26092,230,17,114,2
26106,1107,330,93,1
59642,3967,210,96,3
6036,2322,312,83,1
95790,1650,385,76,8
20895,1479,289,96,8
96920,2409,566,89,8
34990,2111,467,113,7
66843,164,415,42,8
46148,956,643,61,7
8997,3584,103,100,9
55208,1083,406,22,7
98629,695,592,58,3
86613,3639,86,26,5
45543,2012,438,81,10
79688,2773,44,24,4
11499,708,543,79,4
2367,3213,250,90,8
18148,1228,642,49,5
36555,1395,361,83,10
84374,1222,459,81,6
20831,2741,171,99,7
35808,2392,91,33,2
74011,2815,189,50,10
3582,2445,569,18,8
5515,299,551,3,2
58354,3452,463,5,2
37112,1224,73,70,6
140,1175,312,64,9
77649,3036,593,37,10
13679,3292,147,10,4
55156,343,65,51,8
54154,1566,141,79,4
40364,3091,291,76,10
77688,2711,538,30,2
43460,271,485,34,8
72322,622,389,55,4
86791,1170,300,32,9
69,2304,185,89,4
39113,1217,540,101,10
94966,3004,489,47,6
30324,2881,443,38,5
88608,2800,621,74,2
77569,43,254,5,2
25502,813,625,14,8
24361,2001,127,45,8
46518,2325,212,10,1
17653,3628,365,83,4
50115,2955,88,45,6
56145,1397,348,41,6
17439,3549,194,15,9
20085,1525,333,6,1
3841,1224,403,15,2
98000,3263,95,19,7
58081,1108,173,55,10
2206,1569,468,31,2
61857,723,521,98,1
65109,2654,235,68,4
13722,2736,281,6,2
36635,3962,250,33,7
28921,607,199,62,5
47511,966,626,97,3
99208,595,334,33,8
81998,3354,319,9,2
10385,1098,460,95,5
52761,1031,395,74,10
5264,356,578,29,4
76762,1742,53,18,2
64892,1233,187,20,3
48943,1712,168,95,5
11595,1629,296,78,10
39830,2456,144,86,4
64817,546,206,71,5
42268,3019,214,9,9
92483,2598,508,21,6
49377,1145,156,5,3
67120,2224,310,22,7
89842,857,110,110,8
92382,2515,301,13,4
44819,1077,75,27,1
60400,3926,464,39,1
69143,2565,22,21,6
48249,3200,565,102,6
34343,3948,510,47,3
77189,2390,555,22,3
46472,189,33,4,2
66600,2652,9,43,2
80920,4008,632,70,10
28893,1286,544,24,5
55453,2052,571,97,3
16788,2067,409,11,1
26038,1226,466,69,9
63125,1429,132,34,5
75726,989,202,117,4
24305,3512,220,113,7
36753,945,23,61,7
67799,2777,159,81,3
62773,3464,616,67,10
77797,2619,321,39,9
43229,957,186,40,10
60885,373,319,30,9
50577,3672,590,74,3
2962,2290,306,106,2
55376,639,90,51,7
638,3720,328,49,4
11489,1360,612,116,7
91851,59,184,37,9
52494,2689,422,24,4
70023,2514,439,67,8
14849,2321,468,77,5
53552,3617,408,43,4
12116,2463,318,81,10
47810,3293,284,5,4
26020,214,395,97,3
88959,3022,152,115,6
23967,3457,516,17,6
12224,3960,297,84,8
48957,1692,516,39,9
7078,1625,582,37,2
92064,1559,625,49,3
99018,1805,138,66,9
1656,1404,309,120,10
96072,2901,524,119,7
53630,1222,445,76,6
28677,2434,372,98,9
43585,288,402,104,5
21084,2974,491,78,7
88618,2644,430,38,9
15080,1046,345,35,4
60154,3442,200,102,2
38147,3098,256,12,7
48883,1519,501,31,10
47518,2225,632,56,6
55495,2858,420,18,3
13325,1385,9,98,8
66021,3015,547,18,10
27809,3032,627,14,2
98420,983,367,65,1
59210,2858,581,4,5
71468,3,279,29,3
32451,578,6,87,2
95873,2808,392,22,7
40077,115,209,103,4
91924,44,508,53,7
12210,2201,566,105,1
98880,701,468,34,10
91256,1325,87,88,5
74791,315,311,90,9
664,1460,473,17,4
4788,2125,225,95,5
38406,237,384,11,1
14832,2805,396,8,9
70580,213,11,78,2
32712,2291,490,15,8
60706,1353,215,7,3
163,1214,491,121,7
28144,831,525,51,1
78320,3351,602,115,7
90445,2385,178,17,1
24149,1960,486,14,2
52821,3686,345,64,9
19013,1065,196,74,2
43100,1952,586,14,8
97869,3317,524,1,3
47217,3022,127,36,7
6669,2000,589,45,5
18714,726,408,85,6
19721,3227,358,62,8
23384,594,120,80,9
35211,3554,611,79,7
62499,3603,604,80,4
61746,1627,181,45,10
23080,1,83,78,1
85395,3434,476,80,3
75677,2969,575,13,5
56030,143,608,51,2
31891,2506,36,114,7
43510,77,182,46,9
37744,3882,129,109,8
99227,2283,583,10,4
43669,1192,531,63,6
11927,946,196,37,5
72191,1054,15,74,3
21421,660,49,72,10
81786,3325,570,42,5
4641,1684,146,111,8
54292,336,629,27,9
87637,2030,84,14,5
29792,2894,443,77,2
80000,2063,240,72,4
63577,2708,102,7,4
32961,1410,513,42,4
98631,3568,394,81,3
18666,3242,309,120,8
8564,83,609,30,6
85630,2079,247,25,8
38300,1437,406,94,8
2589,3949,32,74,6
4925,2703,445,81,5
82238,3683,214,52,3
644,3415,205,82,5
54848,1592,420,27,10
83919,2497,423,111,8
24824,1160,644,120,5
54291,3575,535,23,10
61943,1527,54,3,5
89507,2382,491,32,2
97588,836,128,76,10
83870,3504,356,3,2
29931,2223,285,113,1
55714,1828,319,33,6
68854,432,595,79,5
90100,345,36,95,4
39741,2295,345,62,2
9370,3675,293,91,6
92498,3060,227,17,6
24077,2804,536,98,9
31357,412,179,94,5
47448,96,191,95,3
51442,108,238,4,5
97390,3602,368,2,2
64179,1807,526,98,6
15324,3506,563,19,9
51666,617,524,9,2
59254,821,40,106,7
41631,2749,242,109,7
94234,253,489,59,3
28009,514,269,120,9
54698,1008,501,54,7
51984,2048,165,77,10
94502,1933,436,48,2
30132,1116,576,20,5
32917,3215,282,47,6
87900,983,578,101,6
64224,3107,387,32,8
94343,395,14,48,2
70652,3075,533,6,4
16381,1267,18,31,2
35660,2851,114,86,5
57105,1008,152,15,3
55922,126,516,19,10
43428,1114,100,92,5
65068,590,439,102,2
80915,105,529,15,6
15757,1546,257,77,4
93058,59,125,14,10
66065,2122,257,107,4
63255,2040,33,98,10
74413,645,395,15,9
93950,3055,481,1,7
19415,598,35,51,9
26935,2306,541,88,1
55844,126,618,8,4
35483,1234,446,99,10
99318,3382,477,114,8
39630,3654,247,59,1
30090,2372,413,17,8
61346,1891,490,85,4
30093,2526,129,85,4
823,199,381,11,5
29155,3577,451,49,4
19571,3456,128,83,3
95253,917,168,119,9
15687,1762,441,106,9
92414,2189,527,24,3
88644,3111,319,104,7
56962,1939,109,82,8
83436,3580,40,58,5
28734,3095,232,79,10
44820,3789,573,3,7
41967,964,93,37,8
3327,2254,75,61,5
23069,2341,480,68,10
30398,5,574,101,1
75724,3377,239,83,9
50142,3342,238,84,1
76726,1921,478,22,6
92449,1705,440,53,2
54317,3454,132,39,9
6116,2543,55,91,9
82829,3732,103,55,7
12859,717,317,92,5
20868,191,312,24,10
65641,1680,421,4,6
79007,882,511,14,3
19243,2527,449,74,10
93188,198,640,39,10
25,404,187,108,5
19283,2464,168,47,10
98723,259,560,105,10
59173,517,190,60,1
22402,3389,317,25,5
61905,196,107,88,9
4537,2946,346,48,8
1592,1880,222,31,6
600,1126,535,33,9
44730,251,269,70,4
16382,2726,214,9,5
42142,1625,203,70,5
89713,2996,443,19,1
33357,2223,441,93,9
96775,1432,581,109,5
97459,3207,149,30,5
45718,972,292,20,4
77459,4014,92,104,8
26574,2204,104,115,1
10826,2856,529,2,9
23270,206,401,7,7
46664,3967,618,9,4
49808,2405,505,11,2
47838,329,623,50,4
50820,648,541,28,4
10671,3464,306,7,9
57686,206,302,42,3
51700,2807,283,75,1
33295,2826,570,37,9
52297,410,563,65,5
36696,3776,17,34,7
52728,1391,315,11,6
80852,1979,182,102,9
86242,2473,19,51,10
7479,939,208,114,4
92493,2039,239,53,4
78216,796,86,41,7
50571,314,540,55,2
35058,3713,104,18,5
44016,1155,583,85,2
25327,1915,249,112,9
74817,3219,314,24,6
29538,1021,525,118,1
13453,3192,433,106,5
67404,1236,270,65,3
64623,3795,257,8,5
49056,3534,428,104,8
6936,3537,637,42,7
23495,1816,50,60,10
1533,3357,82,92,4
25565,1844,503,15,10
68430,3746,587,79,10
9152,3624,635,90,6
70328,1555,505,82,1
72307,1164,53,88,10
35058,2547,78,70,10
66598,2419,92,66,6
67994,2961,186,113,1
62439,2163,394,116,9
3866,2581,358,51,6
60885,3991,157,114,6
49788,1706,258,34,10
57896,3460,556,17,3
80690,2147,373,84,4
23508,1811,73,18,5
57186,110,341,27,10
46167,3810,555,63,1
58139,202,515,8,9
15891,2781,177,56,3
93527,2545,623,20,9
69870,2171,312,80,7
93396,40,615,13,7
10884,938,329,13,4
88330,3597,116,101,8
19815,2550,595,9,9
68034,1022,135,27,8
88682,948,444,58,1
81641,2474,136,103,10
46807,1600,207,72,7
32414,3015,67,33,3
72049,455,280,21,4
37220,36,544,53,4
7836,2782,645,8,8
97440,2196,269,77,8
78303,1748,306,12,3
54499,1323,406,55,8
98472,2258,441,21,2
75797,2543,32,20,8
55989,732,317,17,1
30623,3655,350,24,10
5961,3388,280,109,7
8312,2132,528,94,4
70207,3547,222,77,5
60590,3243,354,32,8
14299,2540,99,52,1
62116,1409,268,67,6
17595,3560,2,65,9
34212,1453,161,50,6
68646,2509,376,97,9
58932,410,353,51,4
76364,907,30,16,6
46800,3415,152,50,1
20772,1812,546,87,10
55200,3480,3,45,3
6405,2241,456,42,9
7858,162,322,64,2
61917,2888,15,79,2
13673,930,132,25,9
88966,1636,233,104,5
97329,1469,534,38,5
55433,1404,508,62,5
44793,3574,185,94,7
81265,146,591,7,10
84502,3899,75,90,7
45746,2070,441,8,6
66512,74,54,34,5
4764,1413,386,83,9
29775,3892,70,56,5
37363,1805,11,7,2
42237,939,234,51,9
68197,1082,316,16,10
49774,3010,95,57,9
2071,3049,498,74,4
35564,3504,556,119,6
76253,546,598,49,7
47560,3187,372,45,1
97735,1798,170,3,1
68866,3867,390,27,10
71326,827,322,31,2
50708,230,323,25,3
90079,3952,241,4,6
50613,2608,428,46,10
86037,2914,596,12,2
95182,2785,19,117,8
39336,2319,221,115,5
38063,146,479,15,10
15241,3968,502,95,9
17034,3328,327,93,9
58586,1780,54,100,8
38112,3461,304,6,2
84463,2229,50,77,1
66045,245,581,6,4
68402,3716,314,5,7
59766,543,312,49,3
26031,1813,185,2,4
98066,3567,219,43,9
53405,3848,560,71,8
61245,2098,146,70,8
36774,3221,188,12,8
84705,3914,372,16,4
42135,185,287,89,2
84688,1527,213,4,9
94035,898,75,59,8
84111,3566,591,4,3
93558,46,181,54,5
85561,245,262,80,2
92810,3376,221,39,2
55081,3821,277,49,10
21713,3573,269,72,1
6590,680,299,65,4
47164,483,185,99,6
85395,3693,92,7,2
37208,3818,277,66,5
54193,3378,10,75,7
39551,3579,329,54,10
61572,3638,351,117,3
270,41,38,4,10
89279,2964,447,69,6
56080,2769,33,35,8
44292,555,600,62,3
12065,2975,339,114,1
67553,2786,117,28,9
29601,77,545,52,4
12199,1882,29,95,10
88760,2614,464,109,4
52671,2353,46,100,5
82444,2657,485,60,6
52101,136,594,82,10
29041,1696,56,65,3
13769,2280,189,2,4
94277,722,204,97,2
30911,377,202,42,10
72777,3790,536,41,7
39859,2234,332,47,7
52089,1092,361,73,8
21473,3564,428,13,4
49985,3487,543,81,6
88365,1792,400,5,5
56370,854,495,102,6
40662,2066,271,112,7
13757,1748,462,82,8
89927,3329,503,75,7
11394,556,614,57,8
84944,644,120,87,10
46240,471,210,47,3
22626,2017,292,33,8
51577,338,274,46,9
86119,1406,364,34,9
36395,2395,76,50,9
71203,3042,250,34,10
1254,1410,564,10,4
67380,950,174,29,4
91,2527,596,105,6
9129,415,99,86,4
5241,3193,365,85,5
34157,3888,132,77,8
73779,460,190,96,5
5021,3772,239,50,6
53670,112,396,7,9
24478,1404,262,35,8
67698,2690,266,56,3
89975,712,110,7,2
99365,712,446,64,6
73489,2710,373,102,6
64945,1488,602,41,9
63201,2715,553,14,4
75171,2102,328,7,9
92291,931,250,16,2
38182,2716,345,23,6
8667,3732,191,118,5
6316,3917,140,43,1
51616,3821,526,20,8
72141,1843,145,102,3
64588,1915,162,30,5
15469,2468,165,53,6
89336,1832,79,88,8
17671,3145,387,86,3
49612,2649,591,5,4
45166,1857,181,112,4
70014,3277,17,62,3
46676,3615,52,107,9
7642,950,618,74,7
36107,3574,139,98,6
4275,2195,408,82,7
66590,1211,422,88,5
67756,3785,47,22,5
21547,2216,329,8,5
71779,1307,73,37,2
58590,2832,482,72,6
16612,2409,28,78,3
63374,1500,142,35,6
16150,768,614,56,6
5140,1476,565,102,3
35430,3010,602,66,7
8187,280,141,70,5
69297,2121,24,37,6
87558,4006,41,64,1
9111,101,253,5,2
66006,3447,83,1,5
66032,2162,319,28,3
46478,3653,55,60,8
19536,3381,304,12,6
51746,24,419,10,6
7493,1332,605,117,3
39893,689,564,97,6
39317,3491,55,47,7
38528,2130,234,9,6
27995,561,323,85,2
99935,1402,174,111,5
50554,1350,607,2,1
21419,499,362,40,6
38123,1841,478,86,4
16775,2542,223,30,7
59458,3485,526,68,5
36295,233,214,94,5
98226,980,418,26,7
95240,3698,530,108,9
71347,2412,258,117,3
26054,3879,379,48,4
42997,2027,225,3,7
17249,728,408,3,5
49240,1660,474,15,10
57109,1808,386,115,2
20989,1658,463,85,5
93335,2703,311,3,5
83110,1998,448,83,9
32227,3789,445,55,9
29656,3065,180,2,3
98522,3211,79,22,3
18958,3096,161,87,10
44,848,575,33,5
39914,3599,297,52,9
74708,2261,458,32,6
18363,1120,250,117,4
1211,1083,540,81,3
79194,1250,387,99,7
56174,2530,414,92,7
29501,2388,274,116,8
90363,841,516,83,10
37222,2702,329,18,2
8163,581,634,17,1
11677,2118,441,94,8
71332,2462,82,48,1
97046,1678,210,8,2
2378,2474,312,14,2
24598,2094,175,22,5
90093,3,568,79,4
93201,951,255,86,9
96014,3891,579,1,2
42938,173,204,6,3
80639,1652,630,86,9
41170,2317,288,113,4
60274,198,44,8,7
31009,2914,408,29,9
27574,2898,550,7,3
39941,2830,484,52,5
62562,3452,601,62,4
80974,521,420,31,6
53175,1810,481,92,6
84141,2037,469,111,1
12081,3616,42,35,5
32890,274,84,99,2
91673,2849,138,87,10
13037,908,57,58,3
82023,3623,440,51,6
31128,3067,608,34,2
71843,3373,360,115,6
82036,1490,546,1,4
11830,1832,632,49,10
98055,3413,408,45,2
45527,3648,20,4,3
83960,3678,267,17,8
64390,2903,47,88,1
28246,2817,454,35,1
13830,3288,505,98,3
44763,1032,157,13,10
46157,1704,195,94,7
57266,40,388,17,3
93347,1339,427,2,10
22763,13,404,66,5
18762,1753,369,86,3
72222,3324,505,37,7
63364,1106,569,86,6
30234,1308,265,53,7
18338,1977,6,53,8
58326,2704,61,120,4
52046,2639,567,40,10
18523,16,327,117,1
86104,2715,278,31,4
28007,3726,477,98,4
24121,1320,309,5,4
12700,2335,379,91,10
66999,1435,349,22,4
26158,3039,79,64,5
54694,175,65,81,2
92021,3052,177,95,7
14404,1634,590,51,5
16190,445,450,91,1
31314,370,344,96,4
80775,2531,527,92,1
3495,1356,157,99,6
57731,972,287,50,9
62446,250,608,67,1
10492,2831,444,62,9
19562,387,388,12,6
32598,2342,163,22,9
84389,3434,462,78,9
34377,3127,115,1,10
37320,1557,29,60,5
29002,305,324,83,7
95881,3368,317,21,7
6776,2764,126,111,6
35610,936,470,14,8
38021,1048,491,6,10
14497,2534,90,26,6
70153,2390,88,26,1
4988,3491,472,60,10
52099,3532,638,44,10
56141,3674,260,7,7
22892,2746,536,35,5
56639,828,580,84,2
63178,372,47,61,3
33570,1161,261,75,2
90495,741,50,48,2
98845,1028,145,25,9
43337,157,354,104,1
97533,648,380,112,3
48028,264,395,117,2
69399,1520,100,106,6
93903,3050,22,102,7
89449,1462,418,118,10
95681,201,282,66,9
84509,2263,496,117,10
7088,675,565,21,3
91183,3849,549,46,6
86337,562,447,13,4
69428,3977,478,12,5
45592,1553,199,46,5
45158,2744,427,117,10
24126,3275,69,20,3
60629,3094,131,103,1
8859,2048,378,49,3
13750,142,89,40,7
65344,3522,605,71,2
76882,1380,68,38,6
46130,1239,307,113,4
2254,3268,222,111,2
62283,3124,490,57,4
57030,2345,382,77,4
7632,556,176,19,1
50979,1155,315,36,9
66082,175,449,63,1
93852,2411,111,33,4
60077,2527,164,92,4
31567,2813,340,35,9
11233,3936,490,38,3
74715,2723,508,47,4
97313,2088,579,22,9
32901,877,373,34,5
22517,2961,463,40,10
42730,1503,536,59,4
57996,1622,203,119,10
72405,3329,164,102,1
315,2808,375,35,3
15925,910,553,81,6
85041,1681,43,49,5
29889,96,389,62,2
72341,3516,556,6,1
44382,358,467,18,7
31943,1739,300,49,4
65484,3463,645,105,7
50079,404,334,112,8
74868,3244,280,63,3
47527,1488,445,64,1
77871,104,357,7,8
3363,2453,638,17,7
84048,3529,310,60,10
73411,1309,482,57,10
70952,705,268,98,5
84116,2976,76,47,1
55285,606,565,47,1
12997,4011,447,22,1
71049,1698,97,74,4
8888,3395,300,75,9
99966,1352,625,78,5
1696,901,25,17,2
56153,3615,574,36,5
9599,1346,505,6,2
52351,1519,517,27,7
89947,3349,592,96,10
99133,2374,91,64,1
57212,2530,611,8,8
35968,1593,202,117,3
96644,758,285,62,7
42669,2205,107,50,9
25876,391,527,76,3
49507,317,598,120,1
72361,3280,556,18,3
44344,2098,466,110,10
1062,3822,449,58,1
46828,3247,109,43,10
30465,1790,102,84,8
11985,2563,456,14,10
43354,2007,630,110,5
26554,2092,81,13,3
25205,2477,613,17,5
96434,3948,21,93,5
36020,3199,513,43,5
56960,3999,530,43,9
80066,3043,81,86,4
56599,3460,105,105,3
23137,642,242,2,1
55316,2402,132,53,6
41253,2409,101,88,1
44073,3865,265,47,2
30972,1089,270,110,5
78089,212,440,113,5
52015,2882,502,77,1
78599,1974,491,51,6
42668,2097,217,4,10
65286,1215,474,92,1
40311,3087,605,4,3
80008,3354,10,57,8
18665,2824,129,14,3
59145,2258,276,86,5
82021,681,557,72,2
32458,3827,549,106,10
47217,3359,634,40,10
21332,419,388,69,8
23680,4007,315,3,3
22637,2279,113,78,3
58916,906,201,115,4
86286,3306,374,85,4
30201,3039,44,15,8
33424,39,4,92,1
59443,1089,202,77,6
49951,1670,561,24,6
45732,1427,136,95,7
55293,2194,88,78,5
93158,3328,415,42,7
16212,3958,273,63,4
6400,1841,447,58,2
50426,3567,207,26,1
41740,2145,213,20,2
97259,3304,576,118,8
44478,1069,363,106,6
42316,1330,120,19,1
29634,1303,282,111,10
86575,1418,638,50,6
84391,2810,208,107,7
63721,3110,408,3,3
88344,1925,416,32,7
23044,2025,569,13,2
35049,2594,23,21,4
81948,2899,56,25,1
17031,2753,621,91,6
41466,373,166,39,7
61606,2762,425,95,9
35514,2813,463,27,8
47773,3531,76,59,8
16542,2295,509,17,1
36454,2230,386,118,3
10455,3222,537,10,10
37031,3923,12,74,4
50391,224,342,86,6
47178,3876,246,47,8
88732,1732,190,22,5
48217,3134,107,5,4
9237,2924,355,108,10
4365,2594,587,35,7
96460,3031,587,65,1
57202,1625,352,38,5
70551,32,36,81,1
99906,33,431,42,8
58958,229,310,106,1
43038,339,466,53,5
79608,3329,434,64,1
20198,1552,476,96,4
23178,3286,15,93,1
67860,741,216,68,9
79129,3411,540,10,2
53769,1555,251,119,4
5567,2116,88,89,6
11497,3223,625,63,3
13536,1599,592,11,5
55730,458,28,91,4
53147,3546,458,97,6
88620,1935,347,6,10
10951,3380,377,94,2
29954,1603,122,72,10
55931,3199,494,116,4
87123,885,19,98,10
88109,3430,527,88,10
96908,3298,629,14,5
97289,985,408,55,3
29448,3052,209,36,5
34092,3115,368,24,4
93903,1210,266,73,1
36865,1780,268,119,7
54922,549,146,88,4
16092,3668,474,46,6
24568,2193,418,18,4
9612,1959,398,78,9
11802,3342,557,73,2
789,3037,105,38,10
60102,1841,430,104,8
59742,2679,632,97,5
8428,3765,295,37,2
60547,1491,597,116,8
6840,2132,329,85,9
4911,1786,106,58,9
41140,334,384,58,1
73899,2381,163,82,1
77765,2089,513,98,2
40661,1334,595,42,9
99043,3618,537,24,6
7177,1077,209,61,2
81652,2950,11,88,2
58607,3494,429,65,7
8677,2905,6,34,3
91494,2515,192,80,1
73814,2653,530,29,1
36384,218,542,3,7
66593,2149,252,4,1
40358,2712,402,103,6
95215,2428,588,93,8
33584,1021,137,70,5
19878,1020,112,86,2
94541,1636,127,103,9
1189,146,286,26,10
37899,1111,623,10,9
39160,2089,45,115,7
38740,3630,559,54,1
94371,3982,490,68,6
12584,988,530,118,2
96964,3116,412,40,9
14844,3247,444,87,4
17128,3487,337,60,7
82318,1803,507,23,7
87318,3022,60,68,2
21193,2036,202,115,8
84104,1615,389,36,1
94641,2086,301,9,9
60099,1884,279,102,8
38283,2786,501,92,6
55126,1586,630,25,5
284,875,518,40,2
75620,3913,498,33,4
28188,3331,474,53,5
4109,3290,501,80,5
5293,2972,246,35,8
4687,3631,275,80,3
11227,3189,73,54,3
79095,3622,57,95,2
96930,3964,3,47,3
86189,3290,265,46,7
48874,2133,466,19,1
66281,2306,74,36,4
85215,3885,493,99,9
20236,2003,409,6,10
26365,3738,467,49,3
73809,2838,2,99,6
31219,1438,191,28,5
83566,2540,291,52,2
35100,454,458,13,2
35892,2615,185,53,8
36882,541,556,112,2
73292,2386,160,109,7
43069,2780,453,96,8
76385,1406,399,83,9
34328,2999,158,60,9
94709,1874,179,69,3
96995,3942,187,30,5
61947,3640,17,19,10
11345,1238,94,35,1
25493,1499,487,39,1
41140,1283,615,120,4
96722,3916,106,76,3
600,3997,299,32,10
84511,578,312,70,6
63935,221,576,65,10
55263,4006,201,91,5
71002,3694,286,41,8
66776,2722,387,117,3
48161,1214,267,24,5
8656,1301,372,51,7
28939,2780,433,37,8
527,3824,474,15,2
89287,2428,65,61,6
46709,1673,503,4,9
57109,1409,601,114,4
92516,1630,424,56,8
36798,3568,369,24,3
86152,23,105,58,7
24808,1869,513,21,8
97630,2972,375,61,7
62639,3475,303,18,4
95248,138,436,96,6
99795,40,23,53,4
59591,3683,608,74,2
57219,3666,507,94,8
49778,2193,191,15,8
34451,3393,359,65,4
85593,3366,225,59,9
33403,233,286,113,3
27366,3640,143,74,7
67933,791,643,88,8
76803,1049,258,110,10
26446,2284,142,38,4
3522,3166,516,26,1
63738,231,257,103,7
54608,560,97,120,1
11529,3871,637,87,2
86178,3795,273,70,6
46203,1239,589,80,5
10992,1701,314,32,6
16166,3211,374,103,2
56050,3537,600,48,5
50870,2633,112,32,1
35099,1298,404,86,3
93884,82,319,7,7
28926,706,376,67,5
9962,3942,396,45,9
71311,390,405,8,2
67422,28,68,9,6
91457,2276,625,91,10
90689,3621,375,3,9
58799,2429,124,3,1
21121,3282,357,120,1
60322,3003,279,25,1
44979,736,150,5,2
64646,2001,280,56,2
77779,74,412,112,10
41041,2427,119,25,3
80976,1546,477,107,9
8511,260,167,101,7
10595,1075,373,25,4
66446,2595,21,33,5
50545,3969,614,120,10
22663,1574,609,103,5
59384,1437,362,92,6
47746,2318,472,16,6
64386,3435,448,53,3
98133,152,563,42,2
1516,3102,51,96,7
1360,3890,222,67,1
73721,1696,285,51,4
69455,2557,252,5,2
24602,2986,150,113,5
63945,1670,304,17,9
69813,887,445,63,2
29159,3677,385,42,10
85014,2657,310,68,2
81052,1079,72,20,3
64112,852,304,46,4
54509,3214,470,29,6
81551,2276,359,66,4
29484,83,198,76,7
39563,2979,426,87,9
70490,2652,185,5,5
46026,1018,355,45,7
89761,1011,496,37,3
10765,2621,206,54,9
4724,571,545,94,10
46322,320,414,120,5
85384,2221,202,3,4
80750,922,6,81,2
72355,1891,152,33,1
19542,1518,60,96,6
32203,1554,76,62,7
72021,2724,359,10,8
97770,1320,639,30,6
50038,187,38,68,3
8681,3555,245,5,10
67790,1341,399,79,5
52517,337,129,55,7
91689,1938,191,100,2
38675,344,111,81,4
13230,1507,452,64,9
4776,847,342,41,4
96904,2679,152,92,2
46590,1593,3,103,2
42341,2320,599,118,6
36943,2118,93,62,7
33438,2678,321,52,2
7912,3373,192,31,4
97918,2940,60,94,7
67094,1147,590,12,2
32346,975,150,59,9
25004,1913,378,3,8
97988,463,302,88,7
63209,2634,622,59,9
67221,1399,380,83,2
8200,1069,266,15,7
63680,680,558,59,2
93469,2659,300,13,8
9751,1224,440,76,4
97615,1509,49,41,7
79098,3736,162,27,2
65741,3478,261,18,6
64772,2600,455,24,10
26983,29,10,26,8
87148,3867,32,5,8
73511,3372,598,105,5
18613,833,57,118,8
28409,3864,175,70,2
59751,2826,22,36,5
63799,2328,224,39,7
45607,2934,55,29,3
47730,453,300,66,1
86133,1204,8,5,4
72360,2845,173,23,5
5682,2403,67,34,2
67537,1117,337,59,2
13543,3132,67,95,3
27498,1895,443,112,8
68161,1118,204,118,8
65682,2061,142,102,2
2284,3861,200,55,7
28556,1459,644,65,1
2728,2959,548,115,10
17320,1657,385,104,8
80151,2531,52,88,9
83050,3485,92,81,7
77431,2900,225,50,6
11667,3793,588,60,10
2223,3586,458,70,10
12967,1631,324,71,2
60876,2816,325,103,5
7569,2390,106,8,1
12814,368,320,49,3
26692,2707,633,48,9
66453,1701,28,121,9
98535,3442,392,34,9
6119,635,319,53,5
36326,715,137,85,6
66910,678,638,33,8
11540,3253,496,52,6
34920,1047,521,80,5
77645,2497,223,15,4
98438,1632,472,4,8
73126,2766,2,85,1
2497,1040,591,92,10
66795,2638,79,18,3
6383,1348,270,39,7
5344,3427,468,45,8
96798,3156,543,107,8
77058,2270,90,53,7
65046,3692,244,26,2
92897,2396,17,58,8
68580,2951,529,87,9
24078,941,38,61,10
50441,3404,500,102,8
67403,307,444,103,1
73426,1549,299,24,3
